2018-09-01 21:55:02,b'#UnitedAirlines Announces New #PragueNewark #Route from June 2019. United https://t.co/bBLHstexKX \xe2\x80\xa6 via @50skyshades https://t.co/T5bZS53Vim'
2018-09-01 21:45:26,b'We need free competition in America - what happened to capitalism? Why is our government protecting these greedy ai\xe2\x80\xa6 https://t.co/GtwnumrAfH'
2018-09-01 21:40:33,"b'#UnitedAirlines just screwed me out of the seats I reserved, telling me I can\xe2\x80\x99t use my miles to upgrade, only cash.\xe2\x80\xa6 https://t.co/EYFYVBrAVA'"
2018-09-01 21:35:52,"b'Flight delayed due to over fueling. When the attempt to take out some of the fuel , they ended up taking out too mu\xe2\x80\xa6 https://t.co/sDMlTAJLRQ'"
2018-09-01 21:28:51,b'@united Is it customary for #unitedAIRLINES not to offer anything to passengers when the inconvenient and delays ar\xe2\x80\xa6 https://t.co/smovkHAwFJ'
2018-09-01 20:36:58,b'https://t.co/A6uigFzgxq. \nThis happened to my cousin! This is not ok! @united #unitedairlines'
2018-09-01 20:25:54,"b'I have to say something about this, #UnitedAirlines just increased baggage fees from $25 to $30 per bag. It seems a\xe2\x80\xa6 https://t.co/l6SduZ5SiW'"
2018-09-01 20:00:11,b'#UnitedAirlines Announces New #PragueNewark #Route from June 2019. United https://t.co/bBLHstexKX \xe2\x80\xa6 via @50skyshades https://t.co/qx1yAwxO5y'
2018-09-01 19:49:22,b'Powering off to Houston!! United Airlines Boeing 737-824(WL) taking-off from @aeropuertouio\n\n#UnitedAirlines #B737\xe2\x80\xa6 https://t.co/udFVeY0HPO'
2018-09-01 19:29:19,b'Unpleasant United Airlines Flight Attendant\n#phillipsloop\n#unitedairlines\n#flightattendant https://t.co/9DO8OKYKzu https://t.co/kohTMPNMNK'
2018-09-01 19:13:48,"b'12 hours in airports before my #marine nephew makes it home on Labor Day leave, it was only supposed to be a 4.5 ho\xe2\x80\xa6 https://t.co/Xg8UsTNxv2'"
2018-09-01 19:09:22,b'RT @416payne: I watched a #whitekid  use the bathroom and they backed the cart up emedietly to get him back to his seat my 7 year old son u\xe2\x80\xa6'
2018-09-01 19:09:10,b'RT @416payne: I watched a #whitekid  use the bathroom and they backed the cart up emedietly to get him back to his seat my 7 year old son u\xe2\x80\xa6'
2018-09-01 19:00:00,b'RT @416payne: I watched a #whitekid  use the bathroom and they backed the cart up emedietly to get him back to his seat my 7 year old son u\xe2\x80\xa6'
2018-09-01 18:55:17,b'I watched a #whitekid  use the bathroom and they backed the cart up emedietly to get him back to his seat my 7 year\xe2\x80\xa6 https://t.co/wlq3vlwUos'
2018-09-01 18:54:13,b'RT @416payne: I watched a #whitekid  use the bathroom and they backed the cart up emedietly to get him back to his seat my 7 year old son u\xe2\x80\xa6'
2018-09-01 18:52:17,b'RT @416payne: I watched a #whitekid  use the bathroom and they backed the cart up emedietly to get him back to his seat my 7 year old son u\xe2\x80\xa6'
2018-09-01 18:50:31,b'I watched a #whitekid  use the bathroom and they backed the cart up emedietly to get him back to his seat my 7 year\xe2\x80\xa6 https://t.co/4E8rZ9GJNg'
2018-09-01 18:46:47,"b'@united #unitedAIRLINES there was no food vouchers or hotel voucher offered, NOTHING!!! MY MOM IS 75yrs old, this w\xe2\x80\xa6 https://t.co/rpgGMzZQ7r'"
2018-09-01 18:43:37,"b'@united #unitedAIRLINES They now put us on a flight to Chicago when should had departed at 10:00am, and that filght\xe2\x80\xa6 https://t.co/cxhWnTIGyW'"
2018-09-01 18:41:52,"b'@united #unitedairlines  Flight delayed due to over fueling. When the attempt to take out some of the fuel , they e\xe2\x80\xa6 https://t.co/4kTNKtYnxb'"
2018-09-01 18:39:04,b'TWO SEATS AVAILABLE and I am willing to pay but one is being given away to gate attendants friend for free #United\xe2\x80\xa6 https://t.co/ZVzFZrjWXX'
2018-09-01 18:35:03,"b'Not a stellar day for @united ... my nephew, who is a United States Marine, has spent his Saturday heading home on\xe2\x80\xa6 https://t.co/KzGfK4VfLp'"
2018-09-01 18:19:25,b'My scooter got damage\xf0\x9f\x98\x94 Wish people would be extra careful.\xf0\x9f\x98\xa5 #unitedairlines #preciouscargo'
2018-09-01 18:00:10,b'#UnitedAirlines Announces New #PragueNewark #Route from June 2019. United https://t.co/bBLHstexKX \xe2\x80\xa6 via @50skyshades https://t.co/5DvZkzZAp1'
2018-09-01 17:20:58,b'RT @ChickScottsdale: Thank you united airlines for bringing me home. #mimosas #unitedairlines #usa #newyorkcity #prague #vienna #czechrepub\xe2\x80\xa6'
2018-09-01 17:14:09,b'Thank you united airlines for bringing me home. #mimosas #unitedairlines #usa #newyorkcity #prague #vienna\xe2\x80\xa6 https://t.co/kK2RXf5q0w'
2018-09-01 16:11:32,b'@united airlines new motto should be \xe2\x80\x9cThe Greedy Skies\xe2\x80\x9d. Just raised their bag fees to $30!!!! #unitedAIRLINES\xe2\x80\xa6 https://t.co/CkAgJEveJj'
2018-09-01 16:00:26,b'#UnitedAirlines Announces New #PragueNewark #Route from June 2019. United https://t.co/bBLHstexKX \xe2\x80\xa6 via @50skyshades https://t.co/6wEDSuLLmL'
2018-09-01 15:43:07,"b""@united \nUnited Airlines is a joke. My son's flight, which was supposed to leave at 8:52pm last night, was delayed\xe2\x80\xa6 https://t.co/zLxJioxP4x"""
2018-09-01 15:38:54,b'RT @UnitedFlyerHD: United B737 Max 9 (N37502) after pushback at Houston IAH with a Turkish 777 taxiing behind \n#AvGeek #boeing #boeing737 #\xe2\x80\xa6'
2018-09-01 15:21:39,"b'""Learning to fly but I ain\'t got wings""\n#learningtofly #learningtoflybutiaintgotwings #tailwing #aeroplane #plane\xe2\x80\xa6 https://t.co/0NVtECVQHC'"
2018-09-01 14:58:31,"b'This purse, according to #UnitedAirlines , is considered a carry on item when coupled with a small bag.  You have t\xe2\x80\xa6 https://t.co/NgNYr7pDVy'"
2018-09-01 14:46:43,b'#unitedAIRLINES is reinventing the word #united and guess what? It doesn\xe2\x80\x99t mean #together . https://t.co/nI2xB17I6a via @Inc'
